locus_tag,gene_name,function,logFC_AgNO3,PValue,q.value,logFC_BZK,PValue,q.value,logFC_CTAB,PValue,q.value,logFC_CHL,PValue,q.value,logFC_TRC,PValue,q.value,logFC_CRL,PValue,q.value,logFC_PVPi,PValue,q.value,logFC_HClO,PValue,q.value,logFC_GLU,PValue,q.value,logFC_EtOH,PValue,q.value
BAL062_02799,ompA,"small protein A (tmRNA-binding),Outer membrane protein II,outer membrane protein A,Outer membrane protein and related peptidoglycan-associated (lipo)proteins,proteobacterial sortase system OmpA family protein,OmpA family",0.168051432,0.328760666,0.75897393,0.137969919,0.134486242,0.574534331,0.111848194,0.181556678,0.511633385,-0.833449358,0.688475266,1,0.142015729,0.101058673,0.302492034,0.098202261,0.292655073,0.807782751,0.163827184,0.149058378,1,0.050878686,0.603769308,1,0.140160823,0.115853695,0.564397996,0.100445396,0.284920016,0.933186586
BAL062_02800,yadA,"Autotransporter adhesin,Adhesin yadA precursor,Haemagglutinin",-0.016752956,0.910081701,1,0.051302122,0.498876702,0.898350531,0.012219724,0.892579143,0.994781184,0.357041335,0.490855885,1,-0.041888728,0.503110995,0.753282564,0.052060506,0.562623481,0.937548853,-0.011407416,0.916985145,1,-0.01408092,0.903907477,1,-0.004783664,0.945146392,1,-0.00680882,0.946469211,1
BAL062_02801,lon,"DNA-binding ATP-dependent protease La,Lon protease,DNA-binding ATP-dependent protease La,Archaeal serine proteases,ATP-dependent protease La,Lon protease (S16) C-terminal proteolytic domain",-1.54230056,6.69E-13,1.89E-11,-0.298573234,0.004520097,0.056230642,-0.84876304,1.71E-17,1.24E-15,-4.708327881,0.015148025,0.232804608,-0.219119508,0.026091615,0.117895444,-0.807990844,1.71E-13,1.31E-11,-0.38028837,0.002377345,0.146452635,-0.883947442,2.13E-08,1.38E-06,-0.13927754,0.169868724,0.655026512,-0.586484998,1.67E-06,9.39E-05
BAL062_02802,rlmH,"rRNA large subunit m3Psi methyltransferase RlmH,Ribosomal RNA large subunit methyltransferase H,rRNA large subunit methyltransferase,Uncharacterized conserved protein,rRNA large subunit m3Psi methyltransferase RlmH,Predicted SPOUT methyltransferase",0.352000888,0.138853293,0.504918371,0.16111851,0.265729358,0.753531583,0.438773478,0.002370184,0.022437317,0.704988966,0.747940265,1,0.149328407,0.270835288,0.540691377,0.087303944,0.580175484,0.943379528,-0.048733695,0.795084567,1,0.175101532,0.274088535,1,-0.03596704,0.824973887,1,0.076092279,0.639899133,0.993317442
BAL062_02803,ygiD,"extradiol ring-cleavage dioxygenase, class III enzyme, subunit B,hypothetical protein,LigB family dioxygenase,Uncharacterized conserved protein,Catalytic LigB subunit of aromatic ring-opening dioxygenase",-0.128975629,0.327228932,0.758888067,-0.027148714,0.68929713,0.956571303,-0.078485129,0.280293417,0.637703644,0.490710232,0.429617266,1,-0.144624127,0.006055185,0.038951352,0.003620187,0.961105097,1,0.005325036,0.95648132,1,0.006670499,0.944375153,1,-0.03747538,0.591757752,0.955799866,0.069069521,0.398771549,0.987690888
BAL062_02804,BAL062_02804,"heat shock protein,META domain",0.111497925,0.3727799,0.793341255,0.114753594,0.099757428,0.495004204,0.114746215,0.10900615,0.379961219,1.701759667,0.015590298,0.236594191,0.114997726,0.062549783,0.218245692,0.146394571,0.03955569,0.324805024,0.070377484,0.430904571,1,0.148818015,0.117700408,0.862234294,0.112516533,0.157132209,0.635270054,0.126479358,0.064074015,0.51394985
BAL062_02805,gdhA_2,"glutamate dehydrogenase/leucine dehydrogenase,NADP-specific glutamate dehydrogenase,glutamate dehydrogenase,Glutamate/Leucine/Phenylalanine/Valine dehydrogenase",0.104922407,0.419400433,0.828731508,0.049954122,0.455163882,0.891682265,0.039173454,0.579659381,0.858907795,0.975335809,0.22718618,0.887680715,0.002239847,0.974150652,1,-0.02636078,0.69088334,0.970237493,0.025309452,0.791262967,1,0.074947458,0.436583736,1,0.012856493,0.873857231,1,0.060274192,0.395831481,0.987690888
BAL062_02806,rnfB,"protein RnfB,Nitrogen fixation protein rnfB,ferredoxin,Dihydroorotate dehydrogenase,electron transport complex, RnfABCDGE type, B subunit,4Fe-4S binding domain",1.08855021,1.56E-13,4.55E-12,0.219064629,0.025444109,0.210524679,-0.038208671,0.684595847,0.9142617,2.18882523,0.005150846,0.147103286,0.131511802,0.1361499,0.360552655,0.137922345,0.132309743,0.613892218,-0.059363424,0.694107241,1,-0.063611197,0.577281799,1,0.129428389,0.189844923,0.689215842,0.099179915,0.348214228,0.975382157
BAL062_02807,nth,"Endonuclease III DNA glycosylase/apyrimidinic AP lyase,Endonuclease III,endonuclease III,3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase,endonuclease III,HhH-GPD superfamily base excision DNA repair protein",0.125489081,0.316415586,0.751563074,0.14705004,0.048259427,0.319289431,0.110697374,0.103835182,0.368484451,-0.124693136,0.895181571,1,0.036632827,0.527914749,0.772638171,0.114928006,0.082857121,0.496301536,0.084561062,0.3492777,1,0.072717542,0.453832468,1,0.088534015,0.242926046,0.770274403,0.098737565,0.131850424,0.739199519
BAL062_02808,adk,"adenylate kinase,Adenylate kinase,adenylate kinase,adenylate kinase,Adenylate kinase",,,,,,,,,,,,,,,,4.419126165,0.065363435,0.435801048,,,,2.340365488,1,1,,,,,,
BAL062_02809,BAL062_02809,hypothetical protein,0.208405248,0.178939621,0.583119077,0.256239486,0.001139176,0.017347875,-0.088340901,0.332825407,0.697408455,-0.319552731,0.582171015,1,0.527788935,6.33E-18,2.57E-16,-0.06058525,0.489898022,0.913681767,0.055408651,0.679866815,1,-0.135764452,0.231489015,1,0.086732411,0.23458712,0.757995009,-0.066603772,0.546820348,0.990582323
BAL062_02810,BAL062_02810,hypothetical protein; putative signal peptide,0.137726986,0.30825909,0.74192838,-0.071429652,0.337665587,0.818899796,-0.202708412,0.003900705,0.033675764,0.547008358,0.550929681,1,-0.074461131,0.279818115,0.55122299,-0.067601559,0.397075328,0.873223431,-0.095196613,0.310886654,1,-0.022231616,0.832284725,1,-0.09503158,0.229635587,0.74994815,-0.120969542,0.09338289,0.622317671
BAL062_02811,ftsI_2,"pbpA,Peptidoglycan synthase FtsI precursor,penicillin-binding protein 2,Membrane carboxypeptidase/penicillin-binding protein,penicillin-binding protein 2,Penicillin binding protein transpeptidase domain",-2.012440541,3.67E-14,1.13E-12,-0.119352619,0.404974401,0.854193767,-0.059621403,0.778948993,0.953699339,0.126111593,0.867182071,1,0.358247246,1.51E-08,3.21E-07,-0.112319496,0.332662201,0.836380818,-0.068511671,0.698004442,1,-0.992229244,6.97E-12,7.52E-10,0.339803333,0.004137567,0.061187914,-0.341269096,0.008146433,0.135722644
BAL062_02812,rsmD,"N6-adenine-specific methylase,Ribosomal RNA small subunit methyltransferase D,16S rRNA m(2)G966-methyltransferase,Predicted O-methyltransferase,RNA methyltransferase, RsmD family,Conserved hypothetical protein 95",-0.373124282,0.151119002,0.531288657,0.162982397,0.085082473,0.453388203,-0.04389351,0.640825676,0.89255666,-0.520328924,0.774803022,1,-0.055877289,0.538945633,0.779639626,-0.085693326,0.431014054,0.888312054,0.05320093,0.668963953,1,-0.020876191,0.844600084,1,0.26649984,0.006782463,0.091911404,0.233290129,0.026366254,0.305329862
BAL062_02813,ureJ,"urease accessory protein J,HupE / UreJ protein",0.120760677,0.454489394,0.854871789,0.048173641,0.574244349,0.92229209,-0.036485134,0.69069967,0.917710099,1.139082233,0.275739537,0.934679722,0.014936379,0.862087846,0.963686193,-0.036299246,0.713781944,0.973714096,-0.114222349,0.287732805,1,-0.025753087,0.816267199,1,-0.049456492,0.564701794,0.941456554,0.027081171,0.764143288,1
BAL062_02814,ureG,"urease accessory protein,Urease accessory protein UreG,hydrogenase nickel incorporation protein HypB,Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase,urease accessory protein UreG,CobW/HypB/UreG, nucleotide-binding domain",0.012990494,0.96968514,1,-0.100358466,0.4464016,0.88603194,-0.131362261,0.317919042,0.681113165,-0.552226253,0.797549516,1,0.076010217,0.642624009,0.849310326,0.186954787,0.19560615,0.719798097,0.059123196,0.68527959,1,-0.070289648,0.638527141,1,-0.016165478,0.915516403,1,-0.018654341,0.894966517,1
BAL062_02815,ureF,"ureF,Urease accessory protein UreF,Urease accessory protein UreF,UreF",0.167261472,0.334534046,0.760382781,-0.017226156,0.867527881,0.993461585,0.00796989,0.941196533,1,-0.943672326,0.629605522,1,0.0412836,0.649496656,0.85361039,0.126123033,0.233920495,0.768212985,-0.135595821,0.243542619,1,0.076457648,0.430173725,1,-0.061200486,0.508269894,0.921000216,-0.037648693,0.710027755,1
BAL062_02816,ureE,"ureE,Urease accessory protein UreE,urease accessory protein UreE,Urease accessory protein UreE,UreE urease accessory protein, C-terminal domain",0.02288149,0.900195634,1,-0.190503631,0.040582659,0.286267463,-0.122775803,0.17002089,0.492488732,0.399989406,0.781079037,1,-0.186741551,0.022950054,0.10683854,-0.122244772,0.177970002,0.691301187,-0.103419917,0.384160966,1,-0.170604453,0.094319037,0.741851501,-0.036888285,0.696894553,0.973657659,-0.060544085,0.529233254,0.990582323
BAL062_02817,ureC_1,"Urea amidohydrolase (urease) subunit alpha,Urease subunit alpha,urease subunit alpha,urease, alpha subunit,Amidohydrolase family",0.186552244,0.218912234,0.640802643,0.046875621,0.578676569,0.924678569,0.05458928,0.442212489,0.784742608,0.721470642,0.440821311,1,-0.036204961,0.583530585,0.808989933,0.135699581,0.062012933,0.423794948,0.077078989,0.417919716,1,0.059367544,0.556461493,1,0.023839854,0.770549572,0.997267824,0.119971184,0.155083422,0.791336544
BAL062_02818,ureC_2,"Urea amidohydrolase (urease) subunit alpha,Urease subunit alpha,urease subunit alpha,N-acyl-D-aspartate/D-glutamate deacylase,urease, alpha subunit,Urease alpha-subunit, N-terminal domain",-0.012008083,0.972514564,1,-0.022638772,0.875314349,0.993461585,-0.041812706,0.7189053,0.931201252,2.298034272,0.125868005,0.708800289,0.153143691,0.177741617,0.425761571,0.139466354,0.274970376,0.789832017,0.051297961,0.730404628,1,-0.146692613,0.294328591,1,-0.226683777,0.056538069,0.383514899,-0.201943696,0.181589822,0.841699806
BAL062_02819,ureB,"urease subunit beta,Urease subunit beta,urease subunit beta,urease, beta subunit,Urease beta subunit",0.00310116,1,1,-0.083776628,0.554978099,0.916476389,0.05070622,0.703093437,0.923735751,1.253360655,0.56274868,1,-0.111523683,0.453481041,0.724488607,-0.035525448,0.831849632,1,-0.086162366,0.583446314,1,0.096747953,0.54750175,1,0.007628903,0.971583028,1,0.030207554,0.840681723,1
BAL062_02820,ureA,"urease subunit gamma,Urease subunit gamma,urease subunit gamma,urease, gamma subunit,Urease, gamma subunit",0.006892164,0.982689834,1,0.100056549,0.39020849,0.84345284,0.067047981,0.551592146,0.840567339,0.223464059,0.926477553,1,-0.033972838,0.750685145,0.912375144,-0.227228286,0.056539768,0.399409033,0.046923527,0.730507925,1,0.099686186,0.425267912,1,0.108783336,0.327750376,0.839211034,-0.017306174,0.888991615,1
BAL062_02821,ureD,"urease accessory protein,Urease accessory protein UreD,UreD urease accessory protein",-0.205578879,0.158959999,0.546831224,0.15188108,0.098317655,0.492703939,0.19473948,0.017754318,0.108087063,-0.346315636,0.841628423,1,0.195087494,0.006327915,0.040050384,0.115691499,0.149450285,0.642055837,0.078916298,0.464347507,1,0.033662549,0.762898019,1,0.089813469,0.326149211,0.838178998,0.030848865,0.736291994,1
BAL062_02822,BAL062_02822,hypothetical protein,-0.028555712,0.849180569,0.991467909,-0.099820307,0.222784551,0.713462351,-0.200785771,0.010638455,0.073350164,0.402832349,0.736747286,1,-0.111171022,0.172276694,0.4194025,-0.037420904,0.680753561,0.970146247,-0.115988113,0.372261701,1,-0.061080481,0.55274254,1,-0.108931833,0.190546318,0.689215842,-0.066311276,0.474571858,0.987690888
BAL062_02823,nlpE,"putative lipoprotein,Copper homeostasis protein CutF,lipoprotein involved with copper homeostasis and adhesion,Uncharacterized lipoprotein NlpE involved in copper resistance",0.358867654,0.017804803,0.119113795,0.081118637,0.381932307,0.837581697,0.233798399,0.021098439,0.124788253,0.248663973,0.859108534,1,0.060108783,0.454083922,0.724910886,0.170514844,0.099813777,0.552094951,0.1591822,0.142251586,1,0.233650351,0.03229821,0.40520607,0.053109308,0.569992618,0.944422914,0.136310465,0.180817381,0.841515146
BAL062_02824,BAL062_02824,"aceA,Isocitrate lyase,isocitrate lyase,Isocitrate lyase,isocitrate lyase,Isocitrate lyase family",-0.467721735,0.000746187,0.007438747,0.036307094,0.618995436,0.93497686,0.015769348,0.862590987,0.991378141,1.212501758,0.040352066,0.397709086,-0.096596623,0.126132045,0.348364696,-0.012311551,0.886866904,1,-0.004012641,0.969750825,1,0.071279289,0.535305198,1,0.138392031,0.044064722,0.329929977,0.029203085,0.757613981,1
BAL062_02825,nahR,"putative LysR family transcriptional regulator,Symbiotic regulator homolog 1,leucine transcriptional activator,putative choline sulfate-utilization transcription factor,LysR substrate binding domain",-2.226460485,4.17E-39,6.16E-37,0.605826913,1.68E-15,1.02E-13,0.61885259,6.33E-12,2.57E-10,-1.738954865,0.01723035,0.250903129,0.120484631,0.28903228,0.559713304,-0.175199632,0.125696138,0.602116818,0.140382184,0.221816528,1,-0.105629906,0.335663575,1,0.701448274,2.71E-24,1.93E-21,0.247465332,0.009484089,0.150372028
BAL062_02826,ytfL,"hemolysin,hypothetical protein,hypothetical protein,Putative Mg2+ and Co2+ transporter CorB,gliding motility-associated protein GldE,Domain of unknown function DUF21",1.678941258,1.49E-26,1.26E-24,0.136692843,0.150221048,0.606374579,0.058258025,0.543084175,0.835118997,1.545799227,0.201833966,0.856519297,0.044915378,0.633217269,0.843508485,0.043555008,0.678710435,0.970146247,0.134784907,0.258086974,1,0.151646132,0.135491012,0.885788027,0.150691314,0.100100235,0.524642999,0.018545602,0.852961337,1
BAL062_02827,citN,"citrate transporter,Citrate transporter,citrate transporter,Citrate transporter",0.253196727,0.08019208,0.366975113,0.141227188,0.052080063,0.335764346,0.076198509,0.378340974,0.732413367,0.087762355,0.876874575,1,0.104614376,0.080326749,0.259205288,0.073928369,0.377138107,0.858565209,-0.028999656,0.781620236,1,0.030848455,0.774339398,1,0.07310988,0.289828636,0.806287135,0.073051758,0.426048897,0.987690888
BAL062_02828,BAL062_02828,hypothetical protein,-0.291925233,0.400361169,0.812646978,0.316187862,0.156329502,0.614020241,0.442555115,0.029148587,0.158100861,-4.537247751,0.059480475,0.479581382,0.715665749,0.004470863,0.029845117,0.591458702,0.007010462,0.093649187,0.327106037,0.162212558,1,0.041014027,0.898694937,1,0.476004567,0.017840227,0.179105829,0.333690131,0.115085088,0.694838512
BAL062_02829,BAL062_02829,"Uncharacterized protein conserved in bacteria,Uncharacterized protein conserved in bacteria (DUF2239)",-0.002371327,0.992928145,1,0.062788996,0.487171855,0.898350531,0.045090382,0.611636083,0.877448541,-2.012206151,0.329349502,0.975487147,0.120211987,0.117234498,0.332885756,0.047174,0.625526387,0.952824186,-0.081429586,0.458380404,1,0.151428893,0.157432791,0.92872222,-0.008247302,0.929578331,1,0.013063551,0.890564115,1
BAL062_02830,cysN,"ATP-sulfurylase, subunit 1,Sulfate adenylyltransferase subunit 1,bifunctional sulfate adenylyltransferase subunit 1/adenylylsulfate kinase protein,Adenylylsulfate kinase and related kinases,sulfate adenylyltransferase, large subunit,Elongation factor Tu GTP binding domain",1.843329407,4.97E-25,3.82E-23,0.42252255,4.26E-08,1.32E-06,0.445092176,1.69E-10,5.95E-09,1.269321075,0.05849358,0.474622407,0.368963328,7.18E-11,1.78E-09,0.380958986,1.22E-07,5.22E-06,-0.256497497,0.005209394,0.254974874,-1.821486937,3.15E-26,1.40E-23,0.165274188,0.021325141,0.207657933,0.231353635,0.000680957,0.017303168
BAL062_02831,cysD,"sulfate adenylyltransferase subunit 2,Sulfate adenylyltransferase subunit 2,sulfate adenylyltransferase subunit 2,PUA domain (predicted RNA-binding domain),sulfate adenylyltransferase, small subunit,Phosphoadenosine phosphosulfate reductase family",1.667181721,7.17E-15,2.35E-13,0.50090598,9.08E-06,0.000205597,0.540448073,1.19E-07,2.99E-06,-2.10065415,0.33035145,0.975720446,0.232103563,0.018014799,0.087912221,0.200141756,0.10586621,0.565802443,-0.265160336,0.081694646,1,-1.588184555,4.58E-25,1.81E-22,0.259036247,0.009918045,0.122605054,0.270950357,0.012294363,0.178698318
BAL062_02832,BAL062_02832,hypothetical protein,0.645723223,0.007561795,0.057799555,0.2696288,0.098722094,0.493823175,0.425437434,0.006767812,0.051171615,-0.481110906,0.826623399,1,0.084148374,0.477528518,0.743289,0.105358538,0.433337724,0.889441717,-0.196234292,0.303893144,1,-0.577145043,0.012671094,0.209014385,0.16063596,0.296145465,0.814185952,0.218315221,0.185041407,0.844421442
BAL062_02833,BAL062_02833,putative signal peptide-containing protein,0.022661014,0.908442984,1,-0.650595489,2.23E-09,8.40E-08,-0.189193407,0.07855482,0.314352985,2.241363537,0.000238418,0.014548804,-1.542696033,2.49E-127,1.10E-124,-0.083756367,0.535859637,0.925338105,0.00962055,0.961599433,1,-0.118394141,0.325105926,1,0.185516323,0.110718727,0.557346814,0.064957444,0.659796764,0.993317442
BAL062_02834,lysS,"lysyl-tRNA synthetase,Lysine--tRNA ligase,lysyl-tRNA synthetase,Aspartyl/asparaginyl-tRNA synthetases,lysine--tRNA ligase,tRNA synthetases class II (D, K and N)",-3.426193768,0.508543563,0.877305729,,,,,,,,,,,,,2.342851124,1,1,2.378734848,1,1,,,,,,,,,
BAL062_02835,BAL062_02835,"putative esterase,hypothetical protein,Predicted esterase,Uncharacterised protein family (UPF0227)",-0.393188917,0.077224313,0.359601109,0.052431416,0.631133539,0.938072092,0.205428799,0.038580561,0.189346276,-0.139536321,0.940293013,1,0.047196785,0.644925556,0.852033838,0.109403166,0.379123551,0.860054756,-0.023713965,0.857082936,1,0.138032926,0.24055852,1,0.077708653,0.452916616,0.921000216,-0.112379605,0.29954823,0.939536125
BAL062_02836,BAL062_02836,"Activator of Hsp90 ATPase homolog 1-like family protein,Activator of Hsp90 ATPase homolog 1-like protein",-0.17914868,0.310753586,0.746103759,0.072178773,0.444357757,0.88502969,-0.001413661,0.99450845,1,0.198150523,0.904935164,1,-0.094326734,0.288660936,0.559713304,0.001233523,0.999337691,1,-0.168253487,0.151977979,1,0.005691305,0.961570038,1,-0.149760508,0.125620699,0.585405166,-0.140699131,0.15603253,0.791820251
BAL062_02837,rubA,"rubredoxin,Rubredoxin,anaerobic nitric oxide reductase flavorubredoxin,Rubredoxin,Rubredoxin",0.434889799,0.065815441,0.326451185,-0.180638527,0.252724976,0.744565701,-0.019749642,0.878029416,0.991805319,-0.411796151,0.851652158,1,0.111796767,0.391194856,0.665407404,0.080075172,0.600939872,0.950548324,-0.207039919,0.199877666,1,-0.040173855,0.790276392,1,-0.033228956,0.810069952,1,-0.145203248,0.282173593,0.933186586
BAL062_02838,rubB_2,"rubB,Rubredoxin-NAD(+) reductase,NADH:flavorubredoxin oxidoreductase,Uncharacterized conserved protein,nitrite reductase [NAD(P)H], large subunit,Pyridine nucleotide-disulphide oxidoreductase",0.016879387,0.8906557,0.999337397,-0.054069544,0.405719886,0.855255584,0.079073569,0.252627392,0.60520394,-0.13856579,0.868638523,1,-0.071446569,0.220777199,0.485764757,0.06999211,0.248986984,0.772105618,-0.002266551,0.981644477,1,0.079149655,0.3959221,1,0.141326021,0.039842131,0.306028784,0.084567501,0.209068675,0.872444087
BAL062_02839,bphD,"EstB,2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase,acetoin dehydrogenase E2 subunit dihydrolipoyllysine-residue acetyltransferase,Esterase/lipase,3-oxoadipate enol-lactonase,Alpha/beta hydrolase family",0.176744632,0.15538577,0.540259511,-0.06695593,0.345627174,0.818899796,0.245687064,0.00045096,0.005528962,0.569806779,0.491606914,1,0.052980873,0.36235492,0.637520658,0.04976656,0.466726313,0.911313374,0.066682745,0.485839091,1,-0.022833045,0.806738576,1,0.106769274,0.145258409,0.613631822,0.09606957,0.204271117,0.869259743
BAL062_02840,estR,"transcriptional regulator EstR, HTH-type,Morphology and auto-aggregation control protein,DNA-binding transcriptional regulator OxyR,aminoethylphosphonate catabolism associated LysR family transcriptional regulator,LysR substrate binding domain",0.269064458,0.372713672,0.793341255,-0.355719519,0.002693341,0.037170205,1.043746678,1.27E-24,1.44E-22,1.953791877,0.178256539,0.821066652,0.111215809,0.276358944,0.547763555,-0.694556996,7.42E-05,0.001800055,-0.062666571,0.713628311,1,-0.440555402,0.001504134,0.03596799,-0.08330512,0.535124225,0.934217738,0.065259655,0.571585174,0.990582323
BAL062_02841,BAL062_02841,"signal peptide,Uncharacterized protein conserved in bacteria,Sporulation related domain",0.045544276,0.860165352,0.991564062,-0.005408513,0.969589434,1,-0.054702801,0.678948623,0.910162334,1.147399526,0.619666621,1,-0.187438658,0.165364843,0.408562021,0.167685165,0.256868512,0.773778278,0.047995821,0.766894688,1,-0.151634718,0.310274322,1,0.071920346,0.583946582,0.950313067,0.201596024,0.123910468,0.724810002
BAL062_02842,ppk_2,"polyphosphate kinase,Polyphosphate kinase,polyphosphate kinase,polyphosphate kinase 1,Polyphosphate kinase",0.202249184,0.162501362,0.554038846,-0.036263505,0.617743587,0.934284286,0.014540024,0.867469123,0.991378141,-0.11086093,0.856035311,1,0.089317765,0.14685785,0.377603979,-0.025528488,0.766269632,0.99081821,0.042342064,0.675462035,1,0.004234409,0.970098227,1,-0.05276211,0.452568805,0.921000216,0.021143685,0.829060477,1
BAL062_02843,ponA,"mtgA,Penicillin-binding protein 1A/1B,monofunctional biosynthetic peptidoglycan transglycosylase,Membrane carboxypeptidase/penicillin-binding protein,monofunctional biosynthetic peptidoglycan transglycosylase,Transglycosylase",0.082476889,0.660687819,0.930930479,0.01788326,0.868257979,0.993461585,-0.011959413,0.90288895,1,-0.214379732,0.915750864,1,-0.057845628,0.520204633,0.768148578,-0.156662348,0.119889877,0.589458563,0.006282754,0.967561938,1,-0.01030709,0.926400822,1,-0.063238682,0.545212292,0.935127508,0.059893383,0.567632565,0.990582323
BAL062_02844,aarA,"rhomboid family protein,Rhomboid protease AarA,intramembrane serine protease GlpG,rhomboid family protease GlpG,Rhomboid family",-0.375952879,0.017613435,0.118505602,0.174895861,0.030685786,0.237747549,0.139496208,0.084451716,0.328413005,-1.356513622,0.484107544,1,0.035494505,0.64772637,0.852413199,0.137205738,0.112304531,0.574505838,0.074594282,0.466120813,1,0.133590215,0.186893861,0.993548833,0.073517534,0.380933483,0.882735327,0.134294105,0.104566457,0.654003066
BAL062_02845,BAL062_02845,"efflux ABC transporter permease,lipoprotein releasing system, transmembrane protein, LolC/E family,FtsX-like permease family",-0.093256159,0.435992172,0.838118576,0.03777954,0.569730319,0.92037367,0.024971373,0.718660516,0.931201252,-0.629192726,0.632177207,1,-0.026773596,0.647378491,0.852413199,0.048263574,0.461959768,0.907009195,0.019899257,0.837052928,1,-0.010220809,0.904183119,1,0.007121731,0.921932132,1,0.066073643,0.36580749,0.980256719
BAL062_02846,lolD_2,"ABC transporter,Lipoprotein-releasing system ATP-binding protein LolD,putative ABC transporter ATP-binding protein YbbA,Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component,lipoprotein releasing system, ATP-binding protein,ABC transporter",-0.088524081,0.580127921,0.909240709,0.072767336,0.315444427,0.805982875,0.047471401,0.515521679,0.815915307,1.170734898,0.164214334,0.796932847,-0.025543364,0.713232145,0.890467157,-0.010728807,0.894981614,1,0.074315722,0.437379146,1,0.024517269,0.80999824,1,0.078956585,0.312957891,0.829897265,-0.061213326,0.422983983,0.987690888
BAL062_02847,tesA,"multifunctional acyl-CoA thioesterase I/protease I/lysophospholipasel(I),Esterase TesA precursor,multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1,GDSL-like Lipase/Acylhydrolase",0.184274253,0.387991481,0.80533833,0.065036374,0.583433368,0.928022106,0.02055722,0.848927065,0.98754593,2.470504004,0.06236408,0.491317722,-0.000501453,1,1,0.012296741,0.935285015,1,-0.047567061,0.73258975,1,0.039627168,0.772678258,1,0.020692981,0.862312883,1,0.09338435,0.4183461,0.987690888
BAL062_02849,lip1,"alpha/beta superfamily hydrolase/acyltransferase,Lipase 1 precursor,acetoin dehydrogenase E2 subunit dihydrolipoyllysine-residue acetyltransferase,Esterase/lipase,putative magnesium chelatase accessory protein,Alpha/beta hydrolase family",0.070216867,0.55745765,0.900019445,0.05319562,0.445494157,0.885225455,0.035068942,0.641131081,0.89255666,0.168067947,0.839872651,1,0.035173858,0.550496385,0.7859791,-0.015195609,0.818332947,1,-0.005090845,0.958513685,1,0.055043002,0.570871735,1,0.02434696,0.750090661,0.986955684,0.010858994,0.885026188,1
BAL062_02850,BAL062_02850,hypothetical protein,0.02558951,0.843606599,0.991467909,0.148710411,0.059717921,0.36439277,0.165507175,0.031743936,0.167045958,0.286859181,0.765742755,1,0.15826785,0.009468242,0.054219585,0.054125672,0.438926311,0.894530305,0.077115815,0.423215138,1,0.044689518,0.65660987,1,0.089957268,0.267585782,0.791221176,0.06900606,0.374163416,0.984757962
BAL062_02851,fepA,"pfeA,Enterobactin outer-membrane receptor,outer membrane receptor FepA,Outer membrane receptor for ferrienterochelin and colicins,TonB-dependent hemoglobin/transferrin/lactoferrin receptor family protein,TonB-dependent Receptor Plug Domain",-0.238597224,0.086563176,0.389259312,0.033722008,0.611075002,0.932750369,-0.008597962,0.90958995,1,1.365776652,0.02738894,0.317295086,0.023107524,0.676611117,0.87217516,0.059597553,0.394956161,0.872749569,0.035282179,0.693785325,1,0.049546564,0.566134052,1,-0.013323077,0.848376243,1,0.047848652,0.555582674,0.990582323
BAL062_02852,nfuA,"membrane-bound protein in GNT I transport system (GntY),Fe/S biogenesis protein nfuA,Fe/S biogenesis protein NfuA,IscR-regulated protein YhgI,Iron-sulphur cluster biosynthesis",-1.53211766,2.06E-07,3.67E-06,-0.406805617,0.021470364,0.186375418,-0.267929352,0.106473436,0.373344291,-3.910610987,0.057198148,0.471407186,0.348072308,0.008469146,0.049823345,-0.226179551,0.233217356,0.768212985,-0.695314576,0.004145433,0.225748746,-1.126732983,2.34E-08,1.49E-06,-0.704542195,8.48E-05,0.002361606,-0.363056462,0.042727459,0.415127202
BAL062_02853,BAL062_02853,"rhomboid family protein,intramembrane serine protease GlpG,rhombosortase,Rhomboid family",-0.183285907,0.207315327,0.626094625,0.08822915,0.259917727,0.75340544,0.142204287,0.084723735,0.328533201,-0.553003008,0.756414331,1,0.156359734,0.029955623,0.130360388,0.061663898,0.460896412,0.906128845,0.049915004,0.623041978,1,0.032347721,0.753984174,1,0.106415458,0.224530253,0.742756099,0.036893793,0.652495293,0.993317442
BAL062_02854,atsA,"AtsA protein,Arylsulfatase,arylsulfatase,Phosphoglycerol transferase and related proteins, alkaline phosphatase superfamily,choline-sulfatase,Sulfatase",0.054690197,0.652138918,0.930713634,-0.05607925,0.397637646,0.847764728,-0.123366464,0.075298207,0.303860534,0.025270075,0.972517824,1,-0.159412706,0.003948663,0.02681453,-0.089103196,0.218102827,0.75216799,-0.082416446,0.369077433,1,0.00889703,0.92185808,1,-0.132100955,0.061461853,0.401190558,-0.001275345,0.989558234,1
BAL062_02855,pkn1,"putative sulfatase modifying factor 1 precursor,Serine/threonine-protein kinase pkn1,aerobic sulfatase maturase family protein,Formylglycine-generating sulfatase enzyme",0.119221909,0.451836876,0.853958206,-0.088224101,0.323276745,0.81177446,-0.022799297,0.778802531,0.953699339,1.140803947,0.276707124,0.935337129,-0.092415669,0.283253614,0.55520847,-0.035901639,0.701946802,0.970237493,-0.084679382,0.432950265,1,-0.046024397,0.676831663,1,-0.084561597,0.339493927,0.850285563,-0.179680107,0.040136978,0.398212941
